Unnamed: 0,Student ID,Well versed with the subject,Explains concepts in an understandable way,Use of presentations,Degree of difficulty of assignments,Solves doubts willingly,Structuring of the course,Provides support for students going above and beyond,Course recommendation based on relevance,Department,Course,Instructor,Semester,Academic Year,Gender,Attendance (%),Study Hours,GPA,Overall Satisfaction,Satisfaction Label,Student Feedback,Feedback Length,Character Count,Word Count,Clean Feedback,Sentiment
701,951,10,10,7,10,5,9,7,1,Information Technology,Cloud Computing,Dr. James Mwangi,2024 Semester 1,Year 2,Female,48,11,3.04,7.38,Neutral,Assignments were manageable but could include more practical work.,9,66,9,assignment manageable could include practical work,Positive
295,949,9,8,7,1,7,6,9,4,Computer Science,Computer Networks,Dr. Sarah Johnson,2023 Semester 2,Year 3,Male,56,4,3.16,6.38,Neutral,The presentations were useful but could be more interactive.,9,60,9,presentation useful could interactive,Positive
724,453,8,4,4,4,2,8,1,4,Cyber Security,Artificial Intelligence,Prof. Linda Wanjiru,2024 Semester 2,Year 2,Male,73,20,3.5,4.38,Unsatisfied,More practical examples are needed during lectures.,7,51,7,practical example needed lecture,Positive
719,775,5,6,7,2,5,4,1,4,Data Science,Cloud Computing,Dr. Sarah Johnson,2023 Semester 2,Year 3,Female,51,1,3.93,4.25,Unsatisfied,Assignments were confusing and lacked clear instructions.,7,57,7,assignment confusing lacked clear instruction,Neutral
748,998,9,7,5,1,2,2,1,10,Information Technology,Cloud Computing,Prof. Linda Wanjiru,2023 Semester 2,Year 4,Male,58,13,2.15,4.62,Unsatisfied,There were too few opportunities to ask questions.,8,50,8,opportunity ask question,Neutral
337,630,5,5,4,8,3,6,6,8,Computer Science,Computer Networks,Prof. Michael Kimani,2023 Semester 2,Year 4,Female,99,18,2.11,5.62,Unsatisfied,The lecturer moved too quickly through difficult topics.,8,56,8,lecturer moved quickly difficult topic,Neutral
878,841,8,9,8,3,4,4,7,1,Data Science,Artificial Intelligence,Prof. Michael Kimani,2024 Semester 1,Year 4,Female,56,9,3.88,5.5,Unsatisfied,There were too few opportunities to ask questions.,8,50,8,opportunity ask question,Neutral
52,798,7,2,8,7,10,5,3,5,Data Science,Cloud Computing,Dr. Grace Njeri,2023 Semester 2,Year 3,Male,79,24,3.06,5.88,Unsatisfied,The presentations were difficult to follow.,6,43,6,presentation difficult follow,Negative
791,382,10,10,7,5,2,3,6,3,Software Engineering,Operating Systems,Dr. James Mwangi,2024 Semester 2,Year 3,Female,49,24,3.23,5.75,Unsatisfied,I would not recommend this course without improvements.,8,55,8,would recommend course without improvement,Neutral
921,497,6,4,8,4,6,10,1,6,Cyber Security,Operating Systems,Dr. Grace Njeri,2023 Semester 2,Year 4,Female,61,9,2.96,5.62,Unsatisfied,The presentations were difficult to follow.,6,43,6,presentation difficult follow,Negative
216,267,8,9,4,4,8,4,8,1,Information Technology,Operating Systems,Prof. Linda Wanjiru,2024 Semester 2,Year 4,Male,86,23,2.19,5.75,Unsatisfied,The presentations were difficult to follow.,6,43,6,presentation difficult follow,Negative
763,563,7,4,8,8,7,3,3,10,Computer Science,Artificial Intelligence,Dr. Grace Njeri,2023 Semester 2,Year 2,Male,76,9,3.54,6.25,Neutral,Teaching was satisfactory although the pace was sometimes fast.,9,63,9,teaching satisfactory although pace sometimes fast,Neutral
187,111,7,9,7,1,10,10,3,10,Software Engineering,Cloud Computing,Dr. Sarah Johnson,2024 Semester 2,Year 2,Male,54,10,3.49,7.12,Neutral,Overall the learning experience was acceptable.,6,47,6,overall learning experience acceptable,Neutral
379,858,9,5,5,3,2,2,7,7,Cyber Security,Artificial Intelligence,Prof. Linda Wanjiru,2024 Semester 2,Year 2,Male,87,2,2.62,5.0,Unsatisfied,Assignments were confusing and lacked clear instructions.,7,57,7,assignment confusing lacked clear instruction,Neutral
492,368,7,9,8,3,2,7,4,1,Software Engineering,Operating Systems,Prof. Michael Kimani,2023 Semester 2,Year 4,Female,61,6,2.61,5.12,Unsatisfied,The lecturer moved too quickly through difficult topics.,8,56,8,lecturer moved quickly difficult topic,Neutral
40,35,10,6,4,5,6,2,3,1,Cyber Security,Computer Networks,Dr. James Mwangi,2023 Semester 2,Year 4,Male,49,15,3.68,4.62,Unsatisfied,Assignments were confusing and lacked clear instructions.,7,57,7,assignment confusing lacked clear instruction,Neutral
156,608,7,4,6,5,4,7,8,7,Cyber Security,Cloud Computing,Prof. Linda Wanjiru,2024 Semester 2,Year 4,Male,89,3,2.14,6.0,Neutral,Assignments were manageable but could include more practical work.,9,66,9,assignment manageable could include practical work,Positive
14,510,6,7,8,3,4,7,7,6,Information Technology,Cloud Computing,Prof. Linda Wanjiru,2025 Semester 1,Year 2,Male,86,11,3.76,6.0,Neutral,Overall the learning experience was acceptable.,6,47,6,overall learning experience acceptable,Neutral
812,599,5,2,4,8,4,8,9,5,Cyber Security,Data Mining,Dr. Sarah Johnson,2024 Semester 1,Year 3,Male,53,6,2.51,5.62,Unsatisfied,The lecturer moved too quickly through difficult topics.,8,56,8,lecturer moved quickly difficult topic,Neutral
64,522,6,9,8,10,9,5,3,6,Software Engineering,Data Mining,Dr. James Mwangi,2025 Semester 1,Year 4,Male,93,3,3.19,7.0,Neutral,Overall the learning experience was acceptable.,6,47,6,overall learning experience acceptable,Neutral
856,10,8,3,7,4,3,6,4,1,Cyber Security,Machine Learning,Prof. Michael Kimani,2025 Semester 1,Year 3,Female,77,24,3.87,4.5,Unsatisfied,I would not recommend this course without improvements.,8,55,8,would recommend course without improvement,Neutral
838,278,10,8,7,8,6,7,8,1,Information Technology,Database Systems,Prof. Linda Wanjiru,2023 Semester 2,Year 3,Male,80,11,3.36,6.88,Neutral,The course was generally good but some topics needed more explanation.,11,70,11,course generally good topic needed explanation,Positive
520,816,10,8,5,9,2,7,9,3,Information Technology,Data Mining,Prof. Linda Wanjiru,2024 Semester 1,Year 3,Female,80,15,2.83,6.62,Neutral,The presentations were useful but could be more interactive.,9,60,9,presentation useful could interactive,Positive
343,768,6,6,6,3,5,9,8,3,Software Engineering,Artificial Intelligence,Dr. Sarah Johnson,2025 Semester 1,Year 2,Male,62,13,3.38,5.75,Unsatisfied,I would not recommend this course without improvements.,8,55,8,would recommend course without improvement,Neutral
128,767,10,10,8,3,9,6,4,8,Data Science,Data Mining,Dr. Grace Njeri,2023 Semester 2,Year 3,Male,53,20,2.69,7.25,Neutral,The presentations were useful but could be more interactive.,9,60,9,presentation useful could interactive,Positive
647,42,8,2,4,6,6,7,3,1,Data Science,Machine Learning,Prof. Michael Kimani,2025 Semester 1,Year 4,Male,73,10,2.55,4.62,Unsatisfied,Course organization could be significantly improved.,6,52,6,course organization could significantly improved,Positive
471,130,7,9,5,9,3,2,5,4,Cyber Security,Cloud Computing,Dr. James Mwangi,2025 Semester 1,Year 2,Male,94,6,3.99,5.5,Unsatisfied,The presentations were difficult to follow.,6,43,6,presentation difficult follow,Negative
62,248,6,6,4,6,6,6,2,3,Computer Science,Machine Learning,Prof. Linda Wanjiru,2023 Semester 2,Year 4,Male,58,15,3.5,4.88,Unsatisfied,Course organization could be significantly improved.,6,52,6,course organization could significantly improved,Positive
138,729,9,9,8,7,5,4,5,5,Cyber Security,Cloud Computing,Prof. Linda Wanjiru,2023 Semester 2,Year 4,Male,69,18,3.29,6.5,Neutral,Assignments were manageable but could include more practical work.,9,66,9,assignment manageable could include practical work,Positive
498,609,10,9,4,4,1,5,9,10,Software Engineering,Computer Networks,Prof. Michael Kimani,2023 Semester 2,Year 2,Male,59,18,2.71,6.5,Neutral,Overall the learning experience was acceptable.,6,47,6,overall learning experience acceptable,Neutral
592,54,7,2,5,1,5,3,1,3,Software Engineering,Computer Networks,Dr. Grace Njeri,2024 Semester 1,Year 4,Male,50,7,2.1,3.38,Unsatisfied,Feedback on assessments was delayed.,5,36,5,feedback assessment delayed,Neutral
391,476,9,4,6,4,8,6,4,10,Software Engineering,Cloud Computing,Prof. Linda Wanjiru,2025 Semester 1,Year 4,Female,86,15,2.06,6.38,Neutral,Overall the learning experience was acceptable.,6,47,6,overall learning experience acceptable,Neutral
674,786,5,4,7,5,5,6,7,1,Software Engineering,Database Systems,Prof. Michael Kimani,2023 Semester 2,Year 2,Male,73,18,3.11,5.0,Unsatisfied,Assignments were confusing and lacked clear instructions.,7,57,7,assignment confusing lacked clear instruction,Neutral
418,833,8,6,7,7,7,9,10,9,Software Engineering,Data Mining,Dr. Sarah Johnson,2024 Semester 2,Year 4,Female,59,18,3.52,7.88,Neutral,Teaching was satisfactory although the pace was sometimes fast.,9,63,9,teaching satisfactory although pace sometimes fast,Neutral
288,670,7,7,8,1,6,1,2,1,Information Technology,Artificial Intelligence,Dr. Grace Njeri,2025 Semester 1,Year 3,Male,73,20,3.07,4.12,Unsatisfied,Course organization could be significantly improved.,6,52,6,course organization could significantly improved,Positive
378,534,9,5,7,5,2,6,10,8,Data Science,Artificial Intelligence,Dr. James Mwangi,2024 Semester 2,Year 4,Female,48,9,3.68,6.5,Neutral,Assignments were manageable but could include more practical work.,9,66,9,assignment manageable could include practical work,Positive
772,325,7,5,7,6,1,5,8,6,Software Engineering,Operating Systems,Prof. Linda Wanjiru,2024 Semester 1,Year 3,Male,62,24,2.07,5.62,Unsatisfied,More practical examples are needed during lectures.,7,51,7,practical example needed lecture,Positive
489,529,9,6,6,1,4,10,1,7,Computer Science,Cloud Computing,Prof. Michael Kimani,2023 Semester 2,Year 4,Male,94,2,2.73,5.5,Unsatisfied,Assignments were confusing and lacked clear instructions.,7,57,7,assignment confusing lacked clear instruction,Neutral
230,953,5,10,8,10,6,4,6,4,Computer Science,Artificial Intelligence,Dr. Sarah Johnson,2024 Semester 2,Year 2,Male,93,8,2.47,6.62,Neutral,The presentations were useful but could be more interactive.,9,60,9,presentation useful could interactive,Positive
40,35,10,6,4,5,6,2,3,1,Computer Science,Database Systems,Dr. James Mwangi,2024 Semester 1,Year 2,Female,88,20,2.89,4.62,Unsatisfied,The lecturer moved too quickly through difficult topics.,8,56,8,lecturer moved quickly difficult topic,Neutral
27,861,5,6,4,5,4,4,6,6,Computer Science,Cloud Computing,Prof. Michael Kimani,2023 Semester 2,Year 4,Female,83,2,2.14,5.0,Unsatisfied,More practical examples are needed during lectures.,7,51,7,practical example needed lecture,Positive
134,488,8,8,6,9,7,4,6,1,Information Technology,Database Systems,Prof. Michael Kimani,2024 Semester 2,Year 2,Female,60,11,3.91,6.12,Neutral,The presentations were useful but could be more interactive.,9,60,9,presentation useful could interactive,Positive
200,484,9,6,8,10,3,2,8,4,Computer Science,Artificial Intelligence,Dr. James Mwangi,2024 Semester 2,Year 4,Female,55,7,2.45,6.25,Neutral,Assignments were manageable but could include more practical work.,9,66,9,assignment manageable could include practical work,Positive
839,367,10,4,8,3,3,9,5,7,Software Engineering,Artificial Intelligence,Dr. Sarah Johnson,2024 Semester 1,Year 2,Male,58,6,3.84,6.12,Neutral,Overall the learning experience was acceptable.,6,47,6,overall learning experience acceptable,Neutral
779,520,9,3,5,6,7,10,10,3,Cyber Security,Operating Systems,Dr. Sarah Johnson,2023 Semester 2,Year 3,Male,47,10,2.85,6.62,Neutral,Teaching was satisfactory although the pace was sometimes fast.,9,63,9,teaching satisfactory although pace sometimes fast,Neutral
929,233,8,7,7,7,9,2,8,2,Computer Science,Artificial Intelligence,Dr. Grace Njeri,2023 Semester 2,Year 4,Male,95,5,3.97,6.25,Neutral,The course was generally good but some topics needed more explanation.,11,70,11,course generally good topic needed explanation,Positive
32,934,5,6,4,6,10,3,4,10,Information Technology,Cloud Computing,Prof. Linda Wanjiru,2024 Semester 2,Year 3,Female,94,11,3.11,6.0,Neutral,Overall the learning experience was acceptable.,6,47,6,overall learning experience acceptable,Neutral
47,560,8,7,8,3,8,7,4,8,Information Technology,Computer Networks,Dr. James Mwangi,2024 Semester 2,Year 3,Male,86,1,3.86,6.62,Neutral,The course was generally good but some topics needed more explanation.,11,70,11,course generally good topic needed explanation,Positive
502,779,10,8,6,3,8,8,7,8,Computer Science,Cloud Computing,Dr. James Mwangi,2024 Semester 2,Year 4,Female,82,2,2.01,7.25,Neutral,The presentations were useful but could be more interactive.,9,60,9,presentation useful could interactive,Positive
406,515,8,3,5,10,3,4,9,4,Cyber Security,Cloud Computing,Dr. James Mwangi,2023 Semester 2,Year 3,Female,89,24,3.5,5.75,Unsatisfied,I would not recommend this course without improvements.,8,55,8,would recommend course without improvement,Neutral
573,46,8,4,4,9,5,7,4,8,Computer Science,Operating Systems,Dr. Sarah Johnson,2024 Semester 1,Year 4,Female,86,1,3.81,6.12,Neutral,Assignments were manageable but could include more practical work.,9,66,9,assignment manageable could include practical work,Positive
727,392,7,7,4,9,7,10,8,4,Information Technology,Operating Systems,Prof. Linda Wanjiru,2024 Semester 1,Year 3,Female,62,19,2.28,7.0,Neutral,Overall the learning experience was acceptable.,6,47,6,overall learning experience acceptable,Neutral
804,903,9,8,8,8,4,8,4,1,Data Science,Artificial Intelligence,Dr. Grace Njeri,2023 Semester 2,Year 4,Female,64,2,2.19,6.25,Neutral,The course was generally good but some topics needed more explanation.,11,70,11,course generally good topic needed explanation,Positive
98,201,8,2,8,9,8,8,9,4,Software Engineering,Machine Learning,Prof. Michael Kimani,2025 Semester 1,Year 4,Male,92,21,2.85,7.0,Neutral,Teaching was satisfactory although the pace was sometimes fast.,9,63,9,teaching satisfactory although pace sometimes fast,Neutral
683,170,5,10,7,2,8,5,9,5,Information Technology,Machine Learning,Prof. Michael Kimani,2024 Semester 1,Year 2,Female,69,20,3.87,6.38,Neutral,The course was generally good but some topics needed more explanation.,11,70,11,course generally good topic needed explanation,Positive
871,502,6,3,5,1,8,4,7,8,Computer Science,Operating Systems,Dr. James Mwangi,2024 Semester 2,Year 4,Female,82,23,3.08,5.25,Unsatisfied,There were too few opportunities to ask questions.,8,50,8,opportunity ask question,Neutral
725,307,6,9,5,1,6,5,3,5,Software Engineering,Artificial Intelligence,Prof. Linda Wanjiru,2025 Semester 1,Year 4,Male,57,21,3.05,5.0,Unsatisfied,More practical examples are needed during lectures.,7,51,7,practical example needed lecture,Positive
986,117,8,2,5,10,5,4,3,2,Computer Science,Machine Learning,Dr. Sarah Johnson,2025 Semester 1,Year 3,Female,48,24,2.28,4.88,Unsatisfied,Assignments were confusing and lacked clear instructions.,7,57,7,assignment confusing lacked clear instruction,Neutral
546,431,10,9,4,3,3,9,4,1,Computer Science,Artificial Intelligence,Prof. Linda Wanjiru,2024 Semester 1,Year 4,Female,99,4,2.0,5.38,Unsatisfied,I would not recommend this course without improvements.,8,55,8,would recommend course without improvement,Neutral
960,930,8,7,5,1,3,7,2,1,Data Science,Artificial Intelligence,Prof. Linda Wanjiru,2025 Semester 1,Year 2,Male,58,12,3.62,4.25,Unsatisfied,The lecturer moved too quickly through difficult topics.,8,56,8,lecturer moved quickly difficult topic,Neutral
738,289,5,2,5,8,9,2,7,2,Software Engineering,Artificial Intelligence,Dr. Sarah Johnson,2025 Semester 1,Year 3,Male,77,22,2.18,5.0,Unsatisfied,The lecturer moved too quickly through difficult topics.,8,56,8,lecturer moved quickly difficult topic,Neutral
612,73,7,2,5,6,3,1,1,4,Software Engineering,Data Mining,Dr. James Mwangi,2024 Semester 1,Year 3,Male,72,20,3.27,3.62,Unsatisfied,Course organization could be significantly improved.,6,52,6,course organization could significantly improved,Positive
942,442,7,8,5,10,8,3,6,4,Data Science,Cloud Computing,Prof. Linda Wanjiru,2024 Semester 1,Year 2,Female,96,18,3.83,6.38,Neutral,Assignments were manageable but could include more practical work.,9,66,9,assignment manageable could include practical work,Positive
461,177,8,2,6,2,8,1,9,9,Information Technology,Artificial Intelligence,Prof. Michael Kimani,2025 Semester 1,Year 3,Male,81,1,2.42,5.62,Unsatisfied,More practical examples are needed during lectures.,7,51,7,practical example needed lecture,Positive
642,557,5,5,8,2,4,10,6,1,Computer Science,Data Mining,Dr. Sarah Johnson,2024 Semester 2,Year 3,Male,52,1,3.33,5.12,Unsatisfied,There were too few opportunities to ask questions.,8,50,8,opportunity ask question,Neutral
768,896,6,8,7,5,4,4,5,5,Cyber Security,Operating Systems,Dr. Grace Njeri,2023 Semester 2,Year 3,Male,88,24,2.16,5.5,Unsatisfied,I would not recommend this course without improvements.,8,55,8,would recommend course without improvement,Neutral
4,632,8,10,8,4,6,6,9,9,Computer Science,Machine Learning,Dr. James Mwangi,2025 Semester 1,Year 3,Female,78,14,3.21,7.5,Neutral,Assignments were manageable but could include more practical work.,9,66,9,assignment manageable could include practical work,Positive
217,598,9,3,4,9,3,4,5,1,Computer Science,Cloud Computing,Dr. Sarah Johnson,2025 Semester 1,Year 2,Male,88,4,2.33,4.75,Unsatisfied,More practical examples are needed during lectures.,7,51,7,practical example needed lecture,Positive
502,779,10,8,6,3,8,8,7,8,Information Technology,Computer Networks,Dr. Grace Njeri,2024 Semester 2,Year 2,Female,49,5,3.47,7.25,Neutral,The presentations were useful but could be more interactive.,9,60,9,presentation useful could interactive,Positive
